sequence_id,n_frames,n_frames2
1925120786,12,12
1925210732,52,52
1925240194,41,41
1925277667,22,22
1925289353,6,6
192530085,26,26
192530117,14,14
1925311415,41,41
1925312124,11,11
1925391166,10,10
1925429606,15,15
192545587,141,141
1925486784,80,80
1925568801,142,142
1925632624,96,96
1925688608,21,21
1925735675,26,26
1925773016,97,97
1925787225,11,11
1925821744,14,14
1925946096,16,16
1925998736,19,19
1926010984,13,13
1926062836,33,33
1926225770,36,36
1926259890,13,13
1926271162,19,19
192627120,23,23
1926351210,39,39
1926422494,12,12
1926493951,80,80
1926570125,17,17
1926586231,10,10
1926621831,19,19
1926804830,28,28
1926902834,14,14
1927014617,152,152
192708374,34,34
1927105343,156,156
192712665,30,30
1927193790,18,18
192724920,10,10
1927314718,24,24
1927359221,156,156
1927401395,17,17
1927416911,66,66
1927441841,29,29
1927604133,38,38
1927621879,21,21
1927671441,7,7
1927755256,32,32
192780288,20,20
1927804316,104,104
1928023183,68,68
1928045183,6,6
1928071074,121,121
1928148401,17,17
1928203609,9,9
1928246905,6,6
192833903,24,24
1928405780,28,28
1928518682,11,11
192856305,41,41
1928602355,18,18
1928616786,11,11
1928634282,11,11
1928639747,6,6
1928662789,22,22
1928679407,52,52
1928681303,20,20
1928705710,12,12
1928724532,14,14
192873038,13,13
1928760262,12,12
1928764475,17,17
1928868278,8,8
192889207,20,20
192894380,42,42
1928981510,36,36
1928983588,6,6
1929030126,159,159
1929226807,37,37
1929283874,32,32
1929423756,14,14
1929522406,31,31
1929545386,57,57
192958044,133,133
1929685223,19,19
1929731376,29,29
1929778819,6,6
1929786566,16,16
1929794824,13,13
1929825238,35,35
1929952806,16,16
1929988563,104,104
1930290369,24,24
1930335608,6,6
1930359776,6,6
1930382489,32,32
1930402243,129,129
1930421727,9,9
1930510529,29,29
1930564646,6,6
1930576526,33,33
1930623126,12,12
1930703763,17,17
193075567,21,21
1930835443,10,10
1930879568,30,30
1930887518,9,9
1930915559,6,6
1930921781,6,6
1930931095,6,6
1930967570,23,23
1930981343,6,6
1930999339,32,32
1931003268,17,17
1931010595,26,26
193101843,13,13
1931029392,9,9
1931040083,6,6
1931085358,41,41
193112907,30,30
1931186358,9,9
1931193591,21,21
1931202776,6,6
1931210537,31,31
1931258775,204,204
1931290537,27,27
1931294494,24,24
1931387056,10,10
1931459733,21,21
1931467888,109,109
1931508297,39,39
1931530675,28,28
1931568869,20,20
1931570168,54,54
1931575620,60,60
193158836,20,20
193159919,9,9
1931617418,24,24
1931655910,92,92
1931705832,17,17
1931771951,9,9
1931837590,15,15
1931842373,117,117
1931885756,18,18
1931922560,46,46
1931923589,15,15
1931951280,26,26
1932028288,11,11
193206113,8,8
1932112346,85,85
1932156619,9,9
1932182168,16,16
1932188958,9,9
1932215200,18,18
1932220733,9,9
1932252474,6,6
1932272536,12,12
1932387258,44,44
1932400428,13,13
1932454352,41,41
1932481344,10,10
1932493634,19,19
1932522181,15,15
1932567329,49,49
1932573652,18,18
1932591852,8,8
1932631573,6,6
1932643217,55,55
1932670186,20,20
1932685780,80,80
1932752289,19,19
1932775914,23,23
1932794862,24,24
1932804354,18,18
1932822101,57,57
1932842733,22,22
1932970664,72,72
1933009053,37,37
1933051664,52,52
1933098114,24,24
1933206197,13,13
1933233856,58,58
193323554,10,10
1933273643,6,6
1933437778,163,163
1933441216,95,95
1933462397,36,36
1933573829,6,6
1933578327,22,22
1933615256,129,129
1933623462,16,16
193363007,42,42
1933791999,56,56
1933881739,17,17
1933894784,6,6
1933897498,35,35
1933957528,43,43
193398524,114,114
1933999951,6,6
193402275,7,7
1934039912,22,22
1934052667,188,188
1934087363,8,8
1934213201,19,19
1934246776,73,73
1934279575,18,18
1934342465,7,7
1934546374,14,14
1934661122,14,14
1934662764,103,103
1934668804,73,73
1934718113,8,8
1934729933,6,6
1934766575,165,165
1934797375,6,6
1934896804,127,127
1934903181,36,36
1934937933,6,6
1934996462,10,10
1935012113,16,16
1935207403,18,18
1935429954,13,13
1935460247,55,55
1935463060,16,16
1935472062,26,26
1935522275,27,27
1935527370,165,165
1935630497,10,10
1935633796,15,15
193571748,6,6
1935786491,8,8
1935808071,7,7
1935860460,44,44
193590988,11,11
1935943159,3,3
1936054088,17,17
1936054378,17,17
1936056781,18,18
1936100639,74,74
1936109895,85,85
1936159043,17,17
1936169622,33,33
193618161,10,10
193619823,7,7
1936230322,9,9
1936266668,10,10
1936271621,59,59
1936271809,28,28
193627366,55,55
1936283776,24,24
1936302935,29,29
193646073,8,8
193646934,24,24
1936494454,9,9
1936665924,16,16
1936741062,6,6
1936757443,14,14
1936919927,56,56
1936927057,52,52
1937010385,6,6
1937079828,8,8
1937085464,29,29
1937085882,39,39
1937114500,6,6
1937182845,129,129
1937195292,6,6
1937195469,13,13
1937252054,19,19
1937332429,49,49
1937346108,17,17
1937350672,20,20
1937389454,17,17
1937536037,6,6
1937590993,41,41
1937651091,81,81
1937669280,55,55
193770189,69,69
1937721134,67,67
1937755817,21,21
1937788263,80,80
1937822856,21,21
1937909993,98,98
1937912169,23,23
1937914842,17,17
1937981975,10,10
1938013698,16,16
1938066215,16,16
1938086617,31,31
1938119939,256,256
1938120150,80,80
193818793,34,34
1938235435,12,12
1938305836,6,6
1938339637,6,6
193835756,35,35
193839831,6,6
1938416829,10,10
1938463523,26,26
1938492727,25,25
1938636288,39,39
1938648807,237,237
1938714121,17,17
1938738750,22,22
1938757464,28,28
1938760410,17,17
1938797241,68,68
1938826439,15,15
1938830512,128,128
1938832623,10,10
1938919151,11,11
193895155,16,16
1938982664,9,9
1939087317,18,18
1939089727,16,16
1939169313,37,37
1939231344,10,10
1939239063,151,151
1939255243,43,43
1939277730,21,21
1939303513,23,23
1939324745,16,16
1939370544,21,21
1939431887,17,17
1939551358,75,75
193955569,31,31
1939651059,132,132
1939735437,50,50
1939803897,17,17
193982969,9,9
1939863281,32,32
193987851,45,45
1939902556,15,15
1939944625,25,25
1940059465,11,11
1940084898,24,24
194014579,36,36
1940184104,10,10
1940218862,8,8
1940258336,7,7
1940331407,55,55
1940377315,16,16
1940434399,26,26
1940440797,255,255
194045452,6,6
1940517237,37,37
1940554963,134,134
1940621747,23,23
1940635823,42,42
1940681144,10,10
1940816696,21,21
1940821005,52,52
1940874593,27,27
1940886644,63,63
1940898919,104,104
1940913752,20,20
1940979492,14,14
1941071662,16,16
1941090794,6,6
1941124312,13,13
1941162794,90,90
1941204954,51,51
1941217674,18,18
1941260370,21,21
194128495,29,29
1941349337,51,51
1941365225,73,73
1941410933,19,19
1941422371,30,30
194162130,17,17
194164903,15,15
1941677746,18,18
1941679234,76,76
1941695026,94,94
1941715141,16,16
1941739670,6,6
1941772570,33,33
1941802167,32,32
1941863724,6,6
1941901354,6,6
1941906343,184,184
1942024524,14,14
1942031376,20,20
1942074209,14,14
1942089066,56,56
1942115610,21,21
1942121302,80,80
1942140411,194,194
1942319971,87,87
194233100,8,8
194235127,43,43
1942361089,31,31
1942445012,18,18
1942501657,8,8
194250578,15,15
1942506301,35,35
1942521136,18,18
1942563792,29,29
1942570215,31,31
194259025,22,22
1942707913,6,6
1942716201,60,60
1942720862,32,32
1942772394,26,26
1942817242,6,6
1942854848,55,55
1942860690,22,22
1942898602,30,30
1942982330,18,18
1943015515,16,16
1943052712,37,37
1943053593,6,6
1943059571,57,57
1943121523,6,6
1943194294,13,13
1943204986,6,6
1943208974,57,57
1943213235,14,14
194321512,23,23
1943216957,53,53
1943324738,21,21
1943417082,8,8
1943457086,12,12
1943476791,27,27
1943491238,10,10
194353653,58,58
1943555469,21,21
1943638672,6,6
1943642220,162,162
1943651856,50,50
1943652519,52,52
1943676600,26,26
194375681,27,27
1943765158,6,6
1943798703,34,34
1943800430,47,47
1943809901,121,121
1943814820,21,21
1943891039,29,29
1943905612,6,6
1944013484,114,114
1944085412,19,19
1944107025,88,88
1944114984,53,53
1944135637,6,6
1944177340,49,49
1944191324,63,63
1944206070,21,21
1944242859,6,6
1944290216,23,23
1944330612,6,6
1944337238,24,24
1944426394,99,99
1944495825,12,12
1944523176,139,139
194454428,48,48
1944588370,173,173
1944626757,22,22
1944730219,25,25
1944748526,6,6
1944760995,7,7
1944777590,26,26
1944909933,59,59
1944922207,4,4
1944929921,12,12
1945010056,256,256
1945012411,53,53
1945136279,18,18
1945195199,35,35
1945262434,17,17
1945287021,11,11
1945300226,47,47
1945347349,15,15
1945347888,6,6
1945364990,40,40
1945415612,6,6
194542972,6,6
1945436938,15,15
1945458462,6,6
1945601222,63,63
1945627428,16,16
1945646010,10,10
1945659459,24,24
1945681929,68,68
1945843680,9,9
1945999587,6,6
1946127081,136,136
1946127298,43,43
1946166032,22,22
1946182361,61,61
194618916,24,24
1946238706,251,251
19462414,121,121
1946252114,46,46
1946255844,26,26
1946296801,6,6
194634997,67,67
1946380258,18,18
1946390842,31,31
1946414194,6,6
1946423980,6,6
1946428844,132,132
1946479298,23,23
1946485817,219,219
1946515293,16,16
1946532323,13,13
1946545172,21,21
1946617362,6,6
1946619209,6,6
1946620870,12,12
1946621452,9,9
1946661944,16,16
1946699068,55,55
1946710610,48,48
194672987,18,18
1946780794,15,15
1946823894,6,6
1946839646,7,7
1946866240,28,28
1946936269,35,35
1946944130,6,6
194694683,51,51
1946980474,16,16
1947003159,87,87
1947016299,13,13
1947142720,6,6
1947281892,19,19
1947303254,6,6
1947316949,24,24
1947336547,21,21
1947370513,10,10
1947382647,46,46
1947428740,13,13
1947557041,12,12
1947566183,100,100
1947591483,12,12
1947620980,6,6
194766654,21,21
1947717797,14,14
1947802838,14,14
1947939047,14,14
1947968890,56,56
1947974081,19,19
194798855,21,21
1948055863,20,20
194806727,13,13
1948074780,6,6
1948075785,18,18
1948103575,18,18
1948110941,7,7
1948165561,100,100
194818040,24,24
194824711,15,15
1948247324,23,23
1948250725,21,21
1948250896,18,18
1948285735,30,30
194838365,20,20
1948441159,12,12
1948481773,99,99
1948633087,103,103
1948640545,30,30
1948649465,120,120
1948661583,13,13
1948677030,54,54
1948682576,14,14
1948725092,51,51
1948759592,10,10
1948790542,8,8
1948800950,40,40
1948826112,19,19
1948856182,53,53
1948892787,104,104
1948982487,12,12
1948987125,207,207
1949017096,20,20
1949046048,6,6
1949100559,27,27
1949135589,8,8
1949217453,11,11
1949220355,19,19
1949233881,20,20
1949249140,74,74
1949288388,20,20
1949320419,18,18
194939361,32,32
1949399492,85,85
1949434732,11,11
1949464329,16,16
1949474959,73,73
1949531068,50,50
1949550718,33,33
1949620203,96,96
1949645192,37,37
1949650190,6,6
1949740553,13,13
1949801644,131,131
1949888592,15,15
1949937751,6,6
194994929,6,6
1949973463,24,24
1949989193,16,16
1950023545,10,10
1950031266,22,22
1950044998,7,7
1950070437,17,17
195008790,32,32
1950173568,6,6
1950195189,12,12
1950323181,7,7
19503372,19,19
1950408762,14,14
1950445863,81,81
1950448485,20,20
1950555992,19,19
1950674484,12,12
1950699459,257,257
1950706592,20,20
1950722827,17,17
195079182,29,29
1950821518,6,6
1950862212,9,9
1950939872,15,15
1950942400,31,31
1950958690,28,28
1950961403,68,68
195098847,22,22
1950995470,32,32
1951000327,38,38
1951040108,144,144
1951068416,7,7
1951141006,56,56
195116331,118,118
1951174594,9,9
1951177103,110,110
1951185275,54,54
1951236825,10,10
1951255335,108,108
195126338,12,12
1951276834,8,8
1951330566,43,43
1951346220,133,133
1951401018,21,21
1951412068,41,41
1951458018,32,32
1951508831,24,24
1951646923,10,10
1951675565,26,26
1951698081,6,6
1951796964,20,20
1951845042,35,35
1951849477,26,26
1951863129,17,17
1951872168,7,7
1951916635,162,162
1951921609,18,18
1951966224,143,143
1952069495,61,61
1952079054,31,31
1952080488,9,9
1952087047,18,18
1952134603,28,28
1952149731,7,7
1952184090,45,45
1952264191,21,21
1952276943,61,61
1952342750,12,12
1952349871,28,28
1952401033,36,36
1952418801,12,12
1952474547,14,14
1952563759,11,11
1952579927,30,30
1952611398,6,6
1952678524,40,40
1952696136,21,21
1952729167,72,72
1952740478,25,25
1952765511,22,22
1952822785,6,6
1952950615,12,12
1953031396,22,22
1953221399,64,64
1953230531,13,13
19532952,56,56
1953304701,14,14
1953329815,6,6
1953357351,72,72
1953408978,6,6
1953426482,59,59
1953428858,44,44
1953498851,63,63
1953515701,12,12
1953535912,67,67
1953547661,6,6
1953596402,7,7
1953632270,80,80
1953664484,13,13
1953676662,6,6
1953725431,23,23
1953753947,319,319
1953785547,22,22
1953861217,19,19
1953870452,31,31
1953894845,8,8
1953928335,6,6
1953990382,108,108
195400185,5,5
1954044995,21,21
1954047599,9,9
1954059066,6,6
195412870,43,43
1954135300,15,15
1954212083,7,7
1954279969,6,6
1954329733,6,6
1954450268,40,40
1954452645,30,30
1954467472,152,152
1954488986,13,13
1954501706,36,36
1954551149,32,32
1954659518,16,16
1954660764,21,21
1954692375,9,9
1954692864,38,38
1954696022,18,18
1954706708,6,6
1954708342,36,36
1954716988,6,6
1954721187,20,20
1954730051,12,12
1954776768,11,11
1954831443,64,64
1954882587,10,10
1954906596,6,6
195491904,61,61
195494177,88,88
1955014689,46,46
1955040313,12,12
1955052367,27,27
19550856,7,7
1955095023,16,16
1955183255,59,59
1955209426,37,37
195523737,19,19
1955347026,18,18
1955449376,25,25
1955467120,11,11
1955491661,22,22
1955517375,14,14
1955538601,128,128
1955551914,39,39
1955565673,17,17
1955604914,30,30
1955617259,10,10
1955650604,19,19
1955692485,8,8
1955799399,17,17
1955836546,120,120
1955869025,17,17
1955914724,57,57
195592532,97,97
1955966828,43,43
1955988972,41,41
1956049859,44,44
195605698,118,118
1956067774,7,7
1956118258,31,31
1956200983,34,34
1956201928,30,30
1956229879,24,24
1956353609,17,17
1956391119,108,108
1956414243,6,6
1956426012,57,57
1956561489,32,32
1956703986,14,14
1956719042,6,6
1956728163,28,28
1956737041,101,101
195674179,62,62
1956806166,149,149
1956807203,7,7
1956826487,61,61
1956896961,16,16
1956960663,57,57
195696101,22,22
1957076309,12,12
1957112433,6,6
1957115703,154,154
1957147215,183,183
1957213641,296,296
1957292674,32,32
1957359024,6,6
1957425699,6,6
1957481743,12,12
1957576459,23,23
195760586,24,24
1957653399,19,19
19576973,132,132
1957769277,18,18
1957776107,144,144
1957869759,7,7
1957982409,17,17
1958007381,6,6
1958070221,21,21
1958070633,19,19
1958128558,36,36
1958136848,33,33
1958217233,17,17
1958260144,56,56
1958263079,6,6
1958270504,24,24
1958294704,12,12
1958327702,6,6
1958350130,10,10
1958353548,17,17
1958425354,7,7
1958437974,27,27
1958464073,22,22
1958465790,29,29
1958513835,24,24
1958518114,44,44
1958583301,14,14
1958597804,18,18
1958631440,14,14
1958675543,29,29
1958696961,35,35
1958719618,217,217
1958785240,9,9
1958785757,154,154
1958788715,33,33
1958791340,11,11
1958832446,6,6
1958876504,128,128
1958889971,113,113
1958898959,19,19
1958921399,40,40
1958949179,12,12
1958969143,109,109
195904646,154,154
1959087879,11,11
1959092934,6,6
1959100876,36,36
1959244611,10,10
1959276225,31,31
1959329992,22,22
1959352188,22,22
1959432393,18,18
195946524,22,22
195946808,26,26
1959470967,6,6
1959505292,17,17
1959539040,9,9
1959550354,12,12
1959561569,17,17
1959582372,30,30
1959617430,20,20
1959643536,176,176
1959644404,31,31
1959692312,58,58
1959716599,8,8
1959722613,128,128
1959745244,39,39
1959802718,41,41
1959857388,60,60
1959900677,50,50
1959958921,32,32
1959969195,27,27
1959983247,29,29
196003631,52,52
1960036995,6,6
1960048047,32,32
1960102547,28,28
1960124698,125,125
1960132118,18,18
1960222266,13,13
1960287141,20,20
1960342397,26,26
1960355269,11,11
1960470055,6,6
1960524821,20,20
1960582597,2,2
1960651440,87,87
1960707471,15,15
196071820,6,6
196078739,166,166
196089354,54,54
1960958040,28,28
1961029240,17,17
1961097613,6,6
1961119814,32,32
1961151154,68,68
196125380,26,26
1961277866,33,33
1961312559,8,8
1961371251,12,12
1961373096,19,19
1961396526,77,77
196151617,47,47
1961553227,39,39
1961616278,16,16
1961622116,52,52
1961682842,9,9
1961737017,9,9
1961738015,41,41
1961798640,16,16
1961852273,145,145
1961919071,17,17
1961945319,29,29
1961973830,39,39
196198802,6,6
1961996234,15,15
1962002188,167,167
1962005815,21,21
1962041322,22,22
1962292688,14,14
1962312361,32,32
1962329960,76,76
1962376568,117,117
1962412114,25,25
1962414450,31,31
1962454347,43,43
1962544005,6,6
1962555387,52,52
1962576924,12,12
196263960,24,24
1962642742,28,28
196267052,80,80
1962672619,15,15
1962720129,244,244
1962755901,21,21
1962779411,6,6
1962794064,18,18
1962837187,6,6
1962876455,16,16
1962881747,18,18
1962882275,50,50
1962886557,59,59
1962893410,47,47
1962894796,43,43
1962908686,20,20
1962957068,26,26
1963051844,9,9
1963112343,90,90
1963138533,83,83
1963157423,19,19
1963256269,20,20
1963282081,11,11
1963337244,6,6
19633624,11,11
1963416886,32,32
1963437579,38,38
1963572833,11,11
1963578447,27,27
1963625321,28,28
1963639200,31,31
1963677919,48,48
1963730627,15,15
1963748566,49,49
1963783391,118,118
1963870890,32,32
1963880760,15,15
1964075397,6,6
1964095991,50,50
196422950,17,17
1964263689,12,12
1964274105,8,8
1964358686,26,26
1964433048,20,20
1964454778,47,47
1964466943,6,6
1964524309,43,43
1964541588,58,58
1964560769,63,63
1964752682,49,49
1964757274,14,14
1964872991,61,61
1964879856,47,47
1964911475,77,77
1964948742,22,22
1964962683,20,20
1965191827,50,50
1965209688,23,23
1965268863,90,90
1965315573,34,34
1965363600,223,223
1965387454,14,14
1965410694,164,164
1965414623,25,25
1965433257,40,40
1965478561,6,6
1965499879,15,15
1965539287,28,28
1965553855,36,36
1965556104,56,56
1965563237,45,45
1965581298,9,9
1965623098,58,58
1965630765,12,12
1965638625,158,158
1965640057,34,34
1965680467,64,64
1965686818,34,34
1965732715,18,18
1965733226,20,20
1965741155,27,27
1965742353,11,11
1965791736,92,92
1965816691,27,27
1965818057,52,52
196586499,41,41
1965867664,6,6
1965918233,30,30
1965933342,16,16
1965953387,18,18
1966001595,22,22
1966101944,60,60
1966137189,6,6
1966151340,10,10
1966231864,6,6
196627813,10,10
1966333307,11,11
1966453353,25,25
1966471689,67,67
1966490592,8,8
1966543754,95,95
1966556809,51,51
1966617329,53,53
1966689254,6,6
1966698368,19,19
1966811870,199,199
1966821671,125,125
1966869712,6,6
1966958095,22,22
1966975937,18,18
1966983948,16,16
1966987172,22,22
1967125758,48,48
1967126687,12,12
196717526,81,81
1967203354,46,46
1967227,27,27
1967294313,19,19
1967329529,25,25
1967337015,48,48
196737978,9,9
1967395710,16,16
1967458756,15,15
1967468565,6,6
196752503,16,16
1967555279,74,74
1967556720,24,24
1967566937,28,28
196757910,47,47
1967620580,13,13
1967630971,6,6
1967675989,28,28
196770861,10,10
1967713570,6,6
1967807733,19,19
1967825560,21,21
1967925724,26,26
1967948980,72,72
1967949402,19,19
1967962336,21,21
1967979040,35,35
1968019119,8,8
1968026828,23,23
196804690,44,44
1968074347,15,15
1968074908,132,132
1968232843,36,36
1968271074,124,124
1968368371,18,18
1968451845,17,17
1968486557,130,130
1968494913,9,9
1968513828,32,32
1968518552,182,182
1968525831,64,64
1968535257,9,9
1968544234,6,6
1968554188,6,6
1968557333,12,12
1968626342,48,48
196867342,14,14
1968769901,6,6
1968799558,116,116
1968827895,31,31
196884182,33,33
196884969,17,17
1968993762,10,10
1969042874,25,25
1969089794,9,9
1969115392,24,24
1969241283,45,45
1969291407,23,23
1969320322,53,53
1969323821,164,164
1969342552,124,124
1969352464,46,46
1969536960,7,7
1969539755,11,11
196957486,17,17
1969576157,9,9
1969637646,33,33
196965463,76,76
1969658550,31,31
1969699329,10,10
1969812017,35,35
1969870135,6,6
1969968141,54,54
1969976837,8,8
1970021516,148,148
1970027545,6,6
1970044425,23,23
1970049254,16,16
1970051849,19,19
1970112993,6,6
1970169418,4,4
1970182955,15,15
1970192019,22,22
1970219650,23,23
1970278233,13,13
197028530,55,55
197040724,16,16
1970469342,40,40
1970484417,39,39
1970485737,11,11
1970486234,146,146
1970565538,71,71
1970648483,73,73
1970665455,24,24
197067416,12,12
197072093,6,6
1970832774,28,28
1970836075,20,20
1970847377,17,17
1970893347,18,18
1970909154,6,6
1970990625,6,6
197099939,21,21
1971017373,19,19
1971028192,23,23
1971036478,10,10
1971078998,6,6
1971094144,6,6
1971119159,18,18
1971182970,56,56
1971222070,6,6
1971230912,25,25
1971246905,24,24
1971282674,6,6
1971286950,31,31
1971299550,51,51
1971358370,66,66
1971365555,74,74
1971389010,6,6
1971429819,12,12
1971439239,16,16
1971474887,13,13
1971541020,16,16
1971740062,172,172
1971833367,453,453
1971871385,32,32
1971954574,8,8
197203044,16,16
1972039279,27,27
1972080128,12,12
197211147,17,17
1972140321,131,131
1972142431,25,25
1972163364,13,13
1972194079,11,11
1972238720,6,6
197223906,8,8
1972249373,51,51
1972278096,6,6
1972377937,28,28
1972433993,6,6
1972489802,102,102
1972655513,92,92
1972667876,18,18
197272505,21,21
1972755257,15,15
1972814048,159,159
1972817309,15,15
1972856555,34,34
1972942978,153,153
1972955392,6,6
1972984772,6,6
1972999191,8,8
1973025580,23,23
1973100951,6,6
1973194776,21,21
1973198939,8,8
1973210865,8,8
197324042,62,62
197324386,15,15
1973260931,108,108
1973377721,61,61
1973433689,12,12
1973435080,9,9
197345075,6,6
1973457820,140,140
197346838,26,26
1973505772,22,22
1973508560,33,33
1973579940,26,26
1973590785,19,19
1973609251,185,185
19736603,15,15
1973711358,37,37
1973721160,6,6
1973733072,205,205
1973757058,66,66
197376574,15,15
1973779497,17,17
1973896537,19,19
197390180,23,23
1973952019,10,10
1974016273,20,20
1974122846,48,48
1974124851,31,31
1974188439,13,13
1974215904,17,17
1974235571,12,12
1974247332,13,13
1974313836,30,30
1974329044,10,10
1974351750,6,6
1974357918,16,16
1974375961,70,70
1974406352,82,82
1974426815,37,37
1974501970,8,8
1974604135,11,11
1974679468,6,6
1974686834,61,61
1974725471,13,13
1974771516,6,6
1974787405,9,9
1974789977,21,21
1974796790,6,6
1974825873,42,42
1974828079,22,22
1974855272,29,29
1975045015,65,65
1975055298,15,15
1975174661,9,9
1975210456,10,10
1975220577,98,98
1975251962,142,142
1975326539,31,31
19753276,42,42
1975395666,9,9
197540932,20,20
197541230,21,21
1975470593,8,8
1975540135,6,6
1975541092,8,8
1975578118,27,27
1975603337,56,56
1975623206,7,7
1975826374,9,9
1975862545,6,6
1975897570,144,144
1975899543,22,22
1975922886,12,12
1975939465,37,37
197596635,34,34
1975971591,22,22
1975975734,26,26
1976000139,25,25
197611658,169,169
1976140804,76,76
1976202739,181,181
1976218619,6,6
1976401008,47,47
1976409316,6,6
1976443662,41,41
1976506824,13,13
1976524006,38,38
1976578136,19,19
197664304,80,80
1976659976,16,16
1976696500,93,93
1976709456,8,8
1976732520,45,45
1976778424,27,27
1976843205,16,16
1976881003,16,16
1976913398,71,71
1976933154,10,10
1976985536,6,6
1976994046,16,16
197702837,129,129
1977086578,9,9
1977138776,12,12
1977229203,10,10
1977256796,6,6
1977277123,20,20
1977311846,25,25
1977430664,18,18
1977478291,84,84
1977553609,6,6
1977573163,47,47
1977630487,30,30
1977730968,6,6
1977760299,19,19
1977837746,27,27
1977907567,17,17
1977922505,6,6
1977931812,20,20
1978009677,6,6
1978010494,32,32
1978011289,62,62
1978085743,23,23
1978094956,16,16
1978130970,151,151
197818118,6,6
1978227051,122,122
1978351664,30,30
1978405474,43,43
1978415479,19,19
1978440116,28,28
1978555371,10,10
1978618044,7,7
1978879027,8,8
1978945251,6,6
1978979619,16,16
1979123636,50,50
1979151814,132,132
1979178973,132,132
1979192460,9,9
1979237975,28,28
1979250993,24,24
1979270479,64,64
1979305963,7,7
1979376228,13,13
1979376918,6,6
1979408783,67,67
1979466946,20,20
1979499165,26,26
1979524425,29,29
1979538967,21,21
1979544939,7,7
1979623912,26,26
1979634357,20,20
1979643818,11,11
1979677828,33,33
1979740087,6,6
1979751809,41,41
1979831029,19,19
197989902,20,20
1980004946,20,20
1980009639,72,72
1980023063,31,31
1980074486,11,11
198009508,24,24
1980192438,10,10
1980255689,100,100
1980296668,21,21
1980305317,6,6
198031259,15,15
198038212,21,21
198039256,127,127
1980393803,102,102
1980402600,22,22
1980504044,121,121
1980551517,13,13
1980668563,8,8
1980776620,144,144
1980778309,26,26
1980798838,33,33
1980804047,6,6
1980851869,9,9
198095773,16,16
1981090583,13,13
1981146482,20,20
1981159111,13,13
1981161223,16,16
198118186,136,136
1981200077,28,28
1981202443,145,145
1981260861,6,6
1981281529,6,6
1981381868,47,47
1981448522,32,32
1981497880,30,30
1981510382,177,177
1981527889,11,11
1981630256,25,25
1981724480,32,32
1981772146,14,14
198185891,181,181
1981930918,168,168
1981936377,92,92
198197395,57,57
1981994985,6,6
1982047186,19,19
1982063484,6,6
1982075986,13,13
1982084896,10,10
1982096857,44,44
1982104965,16,16
1982112254,28,28
1982112499,15,15
198211321,127,127
1982141,39,39
1982145302,184,184
1982152276,155,155
1982198291,34,34
1982271238,23,23
1982271356,138,138
1982273497,62,62
1982306162,6,6
1982414158,9,9
1982435184,53,53
1982459435,22,22
1982477716,146,146
1982511104,14,14
1982528778,21,21
1982589966,12,12
198260475,6,6
1982740331,21,21
1982779656,48,48
1982796458,40,40
1982840842,9,9
1982876403,23,23
1982941466,46,46
19829432,149,149
1982992191,34,34
1983055868,55,55
1983092494,251,251
198318190,214,214
1983198333,21,21
1983208442,30,30
1983249874,16,16
1983266825,31,31
198328986,11,11
1983307676,7,7
1983313795,6,6
1983352569,7,7
1983356979,6,6
1983409834,17,17
198341103,6,6
1983445746,33,33
1983552660,88,88
1983586693,6,6
1983685181,6,6
1983687526,22,22
1983761841,70,70
1983818702,31,31
1983864388,88,88
1983902333,9,9
1983926547,23,23
1984046272,15,15
1984135506,6,6
1984148657,107,107
1984162066,39,39
1984197168,91,91
1984219142,24,24
1984253817,41,41
1984268567,17,17
1984282720,14,14
1984332867,14,14
1984359102,8,8
1984412565,25,25
1984436156,26,26
1984448852,10,10
1984476531,34,34
1984522027,25,25
1984526573,254,254
1984566340,23,23
1984599772,34,34
1984599855,18,18
1984621349,42,42
1984668418,119,119
1984688608,12,12
1984702310,21,21
1984706369,17,17
1984722729,11,11
1984944524,31,31
1984944642,44,44
1984990831,16,16
1985006447,6,6
1985007800,6,6
1985138644,116,116
1985160633,2,2
1985182269,36,36
1985213873,27,27
1985252428,17,17
1985373316,64,64
198544459,10,10
1985469852,186,186
19854755,17,17
1985554329,83,83
1985565528,13,13
1985633060,6,6
1985648069,107,107
1985654319,6,6
1985664042,16,16
1985784715,19,19
1985914740,48,48
1985943707,12,12
1985948013,71,71
1985948497,17,17
198605418,37,37
1986102892,45,45
1986107139,98,98
1986125219,6,6
1986125232,33,33
1986186909,29,29
1986248938,34,34
1986259471,15,15
1986278647,16,16
1986301937,6,6
1986338630,7,7
1986356456,12,12
1986365752,8,8
1986442583,80,80
1986467164,49,49
1986547536,6,6
198656715,7,7
1986610718,31,31
1986623380,30,30
1986635699,57,57
1986692980,24,24
1986877929,147,147
1986918822,10,10
1986999249,216,216
1987065189,59,59
1987076367,28,28
1987082785,16,16
1987150972,24,24
1987154144,44,44
1987174173,127,127
1987221044,27,27
1987287384,11,11
1987309295,7,7
1987353932,29,29
1987430207,83,83
1987542090,10,10
1987567688,48,48
1987570920,20,20
1987621231,132,132
1987686789,97,97
1987697310,6,6
1987754813,19,19
1987966641,18,18
1987992622,89,89
198799449,26,26
1987995644,21,21
1988074573,13,13
198815481,58,58
1988243993,26,26
1988270236,24,24
1988270559,28,28
1988286098,9,9
1988293238,62,62
198830032,68,68
198833898,29,29
1988344198,76,76
1988375372,40,40
1988495193,19,19
1988526302,227,227
